	tool	gfa_id	msa	obj_function	penalization	min_len	len_graph	n_nodes	n_edges	is_acyclic	weakly_connected_components	len_shared_nodes	perc_len_shared_nodes
736	pangeblocks	H-3136	mafft.op5-ep0	weighted	5	5	3422	235	315	acyclic	1	3224	94.21
737	pangeblocks	A-3105	mafft.op5-ep0	weighted	5	5	61102	1891	2567	acyclic	1	2974	4.87
738	pangeblocks	TAP1-6890	mafft.op5-ep0	weighted	5	5	8774	32	42	acyclic	1	8752	99.75
739	pangeblocks	C-3107	mafft.op5-ep0	weighted	5	5	3576	498	672	acyclic	1	3205	89.63
740	pangeblocks	B-3106	mafft.op5-ep0	weighted	5	5	4185	474	646	acyclic	1	3162	75.56
741	pangeblocks	DMA-3108	mafft.op5-ep0	weighted	5	5	4520	29	38	acyclic	1	4499	99.54
742	pangeblocks	DPB1-3115	mafft.op5-ep0	weighted	5	5	14116	877	1176	acyclic	1	13383	94.81
743	pangeblocks	J-3137	mafft.op5-ep0	weighted	5	5	4031	120	160	acyclic	1	3925	97.37
744	pangeblocks	K-3138	mafft.op5-ep0	weighted	5	5	3304	326	442	acyclic	1	3069	92.89
745	pangeblocks	V-352962	mafft.op5-ep0	weighted	5	5	1098	54	74	acyclic	1	959	87.34
746	pangeblocks	G-3135	mafft.op5-ep0	weighted	5	5	4211	165	220	acyclic	1	4090	97.13
747	pangeblocks	F-3134	mafft.op5-ep0	weighted	5	5	16141	96	129	acyclic	1	2175	13.48
748	pangeblocks	DRB3-3125	mafft.op5-ep0	weighted	5	5	13393	638	865	acyclic	1	12816	95.69
749	pangeblocks	DQA1-3117	mafft.op5-ep0	weighted	5	5	19516	1870	2567	acyclic	1	4517	23.15
750	pangeblocks	DPA1-3113	mafft.op5-ep0	weighted	5	5	16267	150	200	acyclic	1	16140	99.22
751	pangeblocks	DQB1-3119	mafft.op5-ep0	weighted	5	5	9143	2839	3923	acyclic	1	6090	66.61
752	pangeblocks	L-3139	mafft.op5-ep0	weighted	5	5	7474	243	325	acyclic	1	7229	96.72
753	pangeblocks	TAP2-6891	mafft.op5-ep0	weighted	5	5	17061	263	359	acyclic	1	16657	97.63
754	pangeblocks	DOB-3112	mafft.op5-ep0	weighted	5	5	4854	54	71	acyclic	1	3695	76.12
755	pangeblocks	DOA-3111	mafft.op5-ep0	weighted	5	5	5469	116	154	acyclic	1	5393	98.61
756	pangeblocks	G-3135	mafft.op5-ep0	weighted	7	3	4211	165	220	acyclic	1	4090	97.13
757	pangeblocks	F-3134	mafft.op5-ep0	weighted	7	3	16141	96	129	acyclic	1	2175	13.48
758	pangeblocks	TAP1-6890	mafft.op5-ep0	weighted	7	3	8774	32	42	acyclic	1	8752	99.75
759	pangeblocks	DRA-3122	mafft.op5-ep0	weighted	7	3	5269	178	239	acyclic	1	5112	97.02
760	pangeblocks	J-3137	mafft.op5-ep0	weighted	7	3	4031	120	160	acyclic	1	3925	97.37
761	pangeblocks	K-3138	mafft.op5-ep0	weighted	7	3	3306	326	442	acyclic	1	3069	92.83
762	pangeblocks	DRB1-3123	mafft.op5-ep0	weighted	7	3	24820	4451	6177	acyclic	1	8110	32.68
763	pangeblocks	MICB-4277	mafft.op5-ep0	weighted	7	3	17130	643	879	acyclic	1	5506	32.14
764	pangeblocks	L-3139	mafft.op5-ep0	weighted	7	3	7474	243	325	acyclic	1	7229	96.72
765	pangeblocks	DRB4-3126	mafft.op5-ep0	weighted	7	3	15080	248	330	acyclic	1	4829	32.02
766	pangeblocks	MICA-100507436	mafft.op5-ep0	weighted	7	3	15801	453	611	acyclic	1	11611	73.48
767	pangeblocks	DMB-3109	mafft.op5-ep0	weighted	7	3	6578	53	70	acyclic	1	6401	97.31
768	pangeblocks	TAP2-6891	mafft.op5-ep0	weighted	7	3	17061	263	359	acyclic	1	16657	97.63
769	pangeblocks	DOA-3111	mafft.op5-ep0	weighted	7	3	5469	116	154	acyclic	1	5393	98.61
770	pangeblocks	DQB1-3119	mafft.op5-ep0	weighted	7	3	9156	2839	3923	acyclic	1	6090	66.51
771	pangeblocks	DPA1-3113	mafft.op5-ep0	weighted	7	3	16267	150	200	acyclic	1	16140	99.22
772	pangeblocks	DQA1-3117	mafft.op5-ep0	weighted	7	3	19515	1870	2567	acyclic	1	4517	23.15
773	pangeblocks	DRB3-3125	mafft.op5-ep0	weighted	7	3	13393	638	865	acyclic	1	12816	95.69
774	pangeblocks	DOB-3112	mafft.op5-ep0	weighted	7	3	4854	54	71	acyclic	1	3695	76.12
775	pangeblocks	C-3107	mafft.op5-ep0	weighted	7	3	3576	498	672	acyclic	1	3205	89.63
776	pangeblocks	B-3106	mafft.op5-ep0	weighted	7	3	4185	474	646	acyclic	1	3162	75.56
777	pangeblocks	DMA-3108	mafft.op5-ep0	weighted	7	3	4520	29	38	acyclic	1	4499	99.54
778	pangeblocks	A-3105	mafft.op5-ep0	weighted	7	3	61102	1891	2567	acyclic	1	2974	4.87
779	pangeblocks	H-3136	mafft.op5-ep0	weighted	7	3	3422	235	315	acyclic	1	3224	94.21
780	pangeblocks	V-352962	mafft.op5-ep0	weighted	7	3	1098	54	74	acyclic	1	959	87.34
781	pangeblocks	DPB1-3115	mafft.op5-ep0	weighted	7	3	14116	877	1176	acyclic	1	13383	94.81
782	pangeblocks	E-3133	mafft.op5-ep0	weighted	7	3	4804	13	16	acyclic	1	4796	99.83
783	pangeblocks	TAP1-6890	mafft.op5-ep0	weighted	3	3	8774	32	42	acyclic	1	8752	99.75
784	pangeblocks	F-3134	mafft.op5-ep0	weighted	3	3	16141	96	129	acyclic	1	2175	13.48
785	pangeblocks	DOA-3111	mafft.op5-ep0	weighted	3	3	5469	116	154	acyclic	1	5393	98.61
786	pangeblocks	G-3135	mafft.op5-ep0	weighted	3	3	4211	165	220	acyclic	1	4090	97.13
787	pangeblocks	K-3138	mafft.op5-ep0	weighted	3	3	3306	326	442	acyclic	1	3069	92.83
788	pangeblocks	J-3137	mafft.op5-ep0	weighted	3	3	4031	120	160	acyclic	1	3925	97.37
789	pangeblocks	DOB-3112	mafft.op5-ep0	weighted	3	3	4854	54	71	acyclic	1	3695	76.12
790	pangeblocks	MICA-100507436	mafft.op5-ep0	weighted	3	3	15801	453	611	acyclic	1	11611	73.48
791	pangeblocks	L-3139	mafft.op5-ep0	weighted	3	3	7474	243	325	acyclic	1	7229	96.72
792	pangeblocks	MICB-4277	mafft.op5-ep0	weighted	3	3	17130	643	879	acyclic	1	5506	32.14
793	pangeblocks	DMA-3108	mafft.op5-ep0	weighted	3	3	4520	29	38	acyclic	1	4499	99.54
794	pangeblocks	DRB1-3123	mafft.op5-ep0	weighted	3	3	24820	4451	6177	acyclic	1	8110	32.68
795	pangeblocks	V-352962	mafft.op5-ep0	weighted	3	3	1098	54	74	acyclic	1	959	87.34
796	pangeblocks	DRB4-3126	mafft.op5-ep0	weighted	3	3	15080	248	330	acyclic	1	4829	32.02
797	pangeblocks	DRA-3122	mafft.op5-ep0	weighted	3	3	5269	178	239	acyclic	1	5112	97.02
798	pangeblocks	DQA1-3117	mafft.op5-ep0	weighted	3	3	19515	1870	2567	acyclic	1	4517	23.15
799	pangeblocks	DRB3-3125	mafft.op5-ep0	weighted	3	3	13393	638	865	acyclic	1	12816	95.69
800	pangeblocks	DPA1-3113	mafft.op5-ep0	weighted	3	3	16267	150	200	acyclic	1	16140	99.22
801	pangeblocks	DQB1-3119	mafft.op5-ep0	weighted	3	3	9146	2838	3921	acyclic	1	6090	66.59
802	pangeblocks	TAP2-6891	mafft.op5-ep0	weighted	3	3	17061	263	359	acyclic	1	16657	97.63
803	pangeblocks	H-3136	mafft.op5-ep0	weighted	3	3	3422	235	315	acyclic	1	3224	94.21
804	pangeblocks	E-3133	mafft.op5-ep0	weighted	3	3	4804	13	16	acyclic	1	4796	99.83
805	pangeblocks	B-3106	mafft.op5-ep0	weighted	3	3	4185	474	646	acyclic	1	3162	75.56
806	pangeblocks	C-3107	mafft.op5-ep0	weighted	3	3	3576	498	672	acyclic	1	3205	89.63
807	pangeblocks	DPB1-3115	mafft.op5-ep0	weighted	3	3	14116	877	1176	acyclic	1	13383	94.81
808	pangeblocks	A-3105	mafft.op5-ep0	weighted	3	3	61102	1891	2567	acyclic	1	2974	4.87
809	pangeblocks	DMB-3109	mafft.op5-ep0	weighted	3	3	6578	53	70	acyclic	1	6401	97.31
810	pangeblocks	TAP2-6891	mafft.op5-ep0	weighted	5	3	17061	263	359	acyclic	1	16657	97.63
811	pangeblocks	DQB1-3119	mafft.op5-ep0	weighted	5	3	9156	2839	3923	acyclic	1	6090	66.51
812	pangeblocks	DPA1-3113	mafft.op5-ep0	weighted	5	3	16267	150	200	acyclic	1	16140	99.22
813	pangeblocks	DRB3-3125	mafft.op5-ep0	weighted	5	3	13393	638	865	acyclic	1	12816	95.69
814	pangeblocks	DQA1-3117	mafft.op5-ep0	weighted	5	3	19515	1870	2567	acyclic	1	4517	23.15
815	pangeblocks	DRA-3122	mafft.op5-ep0	weighted	5	3	5269	178	239	acyclic	1	5112	97.02
816	pangeblocks	J-3137	mafft.op5-ep0	weighted	5	3	4031	120	160	acyclic	1	3925	97.37
817	pangeblocks	MICA-100507436	mafft.op5-ep0	weighted	5	3	15801	453	611	acyclic	1	11611	73.48
818	pangeblocks	K-3138	mafft.op5-ep0	weighted	5	3	3306	326	442	acyclic	1	3069	92.83
819	pangeblocks	G-3135	mafft.op5-ep0	weighted	5	3	4211	165	220	acyclic	1	4090	97.13
820	pangeblocks	F-3134	mafft.op5-ep0	weighted	5	3	16141	96	129	acyclic	1	2175	13.48
821	pangeblocks	DMB-3109	mafft.op5-ep0	weighted	5	3	6578	53	70	acyclic	1	6401	97.31
822	pangeblocks	DPB1-3115	mafft.op5-ep0	weighted	5	3	14116	877	1176	acyclic	1	13383	94.81
823	pangeblocks	L-3139	mafft.op5-ep0	weighted	5	3	7474	243	325	acyclic	1	7229	96.72
824	pangeblocks	DOB-3112	mafft.op5-ep0	weighted	5	3	4854	54	71	acyclic	1	3695	76.12
825	pangeblocks	DOA-3111	mafft.op5-ep0	weighted	5	3	5469	116	154	acyclic	1	5393	98.61
826	pangeblocks	TAP1-6890	mafft.op5-ep0	weighted	5	3	8774	32	42	acyclic	1	8752	99.75
827	pangeblocks	E-3133	mafft.op5-ep0	weighted	5	3	4804	13	16	acyclic	1	4796	99.83
828	pangeblocks	H-3136	mafft.op5-ep0	weighted	5	3	3422	235	315	acyclic	1	3224	94.21
829	pangeblocks	DRB4-3126	mafft.op5-ep0	weighted	5	3	15080	248	330	acyclic	1	4829	32.02
830	pangeblocks	V-352962	mafft.op5-ep0	weighted	5	3	1098	54	74	acyclic	1	959	87.34
831	pangeblocks	DRB1-3123	mafft.op5-ep0	weighted	5	3	24820	4451	6177	acyclic	1	8110	32.68
832	pangeblocks	DMA-3108	mafft.op5-ep0	weighted	5	3	4520	29	38	acyclic	1	4499	99.54
833	pangeblocks	A-3105	mafft.op5-ep0	weighted	5	3	61102	1891	2567	acyclic	1	2974	4.87
834	pangeblocks	C-3107	mafft.op5-ep0	weighted	5	3	3576	498	672	acyclic	1	3205	89.63
835	pangeblocks	MICB-4277	mafft.op5-ep0	weighted	5	3	17130	643	879	acyclic	1	5506	32.14
836	pangeblocks	B-3106	mafft.op5-ep0	weighted	5	3	4185	474	646	acyclic	1	3162	75.56
837	pangeblocks	TAP1-6890	mafft.op5-ep0	weighted	7	5	8774	32	42	acyclic	1	8752	99.75
838	pangeblocks	A-3105	mafft.op5-ep0	weighted	7	5	61102	1891	2567	acyclic	1	2974	4.87
839	pangeblocks	B-3106	mafft.op5-ep0	weighted	7	5	4185	474	646	acyclic	1	3162	75.56
840	pangeblocks	DMB-3109	mafft.op5-ep0	weighted	7	5	6578	53	70	acyclic	1	6401	97.31
841	pangeblocks	C-3107	mafft.op5-ep0	weighted	7	5	3576	498	672	acyclic	1	3205	89.63
842	pangeblocks	E-3133	mafft.op5-ep0	weighted	7	5	4804	13	16	acyclic	1	4796	99.83
843	pangeblocks	H-3136	mafft.op5-ep0	weighted	7	5	3422	235	315	acyclic	1	3224	94.21
844	pangeblocks	DRB1-3123	mafft.op5-ep0	weighted	7	5	24819	4450	6176	acyclic	1	8110	32.68
845	pangeblocks	MICB-4277	mafft.op5-ep0	weighted	7	5	17130	643	879	acyclic	1	5506	32.14
846	pangeblocks	DRA-3122	mafft.op5-ep0	weighted	7	5	5269	178	239	acyclic	1	5112	97.02
847	pangeblocks	DRB4-3126	mafft.op5-ep0	weighted	7	5	15080	248	330	acyclic	1	4829	32.02
848	pangeblocks	V-352962	mafft.op5-ep0	weighted	7	5	1098	54	74	acyclic	1	959	87.34
849	pangeblocks	DQB1-3119	mafft.op5-ep0	weighted	7	5	9143	2839	3923	acyclic	1	6090	66.61
850	pangeblocks	TAP2-6891	mafft.op5-ep0	weighted	7	5	17061	263	359	acyclic	1	16657	97.63
851	pangeblocks	MICA-100507436	mafft.op5-ep0	weighted	7	5	15801	453	611	acyclic	1	11611	73.48
852	pangeblocks	L-3139	mafft.op5-ep0	weighted	7	5	7474	243	325	acyclic	1	7229	96.72
853	pangeblocks	DQA1-3117	mafft.op5-ep0	weighted	7	5	19516	1870	2567	acyclic	1	4517	23.15
854	pangeblocks	DRB3-3125	mafft.op5-ep0	weighted	7	5	13393	638	865	acyclic	1	12816	95.69
855	pangeblocks	DMA-3108	mafft.op5-ep0	weighted	7	5	4520	29	38	acyclic	1	4499	99.54
856	pangeblocks	DPA1-3113	mafft.op5-ep0	weighted	7	5	16267	150	200	acyclic	1	16140	99.22
857	pangeblocks	K-3138	mafft.op5-ep0	weighted	7	5	3304	326	442	acyclic	1	3069	92.89
858	pangeblocks	J-3137	mafft.op5-ep0	weighted	7	5	4031	120	160	acyclic	1	3925	97.37
859	pangeblocks	DOA-3111	mafft.op5-ep0	weighted	7	5	5469	116	154	acyclic	1	5393	98.61
860	pangeblocks	F-3134	mafft.op5-ep0	weighted	7	5	16141	96	129	acyclic	1	2175	13.48
861	pangeblocks	G-3135	mafft.op5-ep0	weighted	7	5	4211	165	220	acyclic	1	4090	97.13
862	pangeblocks	DOB-3112	mafft.op5-ep0	weighted	7	5	4854	54	71	acyclic	1	3695	76.12
863	pangeblocks	DPB1-3115	mafft.op5-ep0	weighted	7	5	14116	877	1176	acyclic	1	13383	94.81
864	pangeblocks	K-3138	mafft.op5-ep0	nodes	0	0	3304	326	442	acyclic	1	3069	92.89
865	pangeblocks	J-3137	mafft.op5-ep0	nodes	0	0	4031	120	160	acyclic	1	3925	97.37
866	pangeblocks	DRB4-3126	mafft.op5-ep0	nodes	0	0	15080	248	330	acyclic	1	4829	32.02
867	pangeblocks	F-3134	mafft.op5-ep0	nodes	0	0	16141	96	129	acyclic	1	2175	13.48
868	pangeblocks	G-3135	mafft.op5-ep0	nodes	0	0	4211	165	220	acyclic	1	4090	97.13
869	pangeblocks	MICB-4277	mafft.op5-ep0	nodes	0	0	17130	643	879	acyclic	1	5506	32.14
870	pangeblocks	DMB-3109	mafft.op5-ep0	nodes	0	0	6578	53	70	acyclic	1	6401	97.31
871	pangeblocks	DRB1-3123	mafft.op5-ep0	nodes	0	0	24818	4450	6176	acyclic	1	8110	32.68
872	pangeblocks	DRA-3122	mafft.op5-ep0	nodes	0	0	5269	178	239	acyclic	1	5112	97.02
873	pangeblocks	L-3139	mafft.op5-ep0	nodes	0	0	7474	243	325	acyclic	1	7229	96.72
874	pangeblocks	TAP1-6890	mafft.op5-ep0	nodes	0	0	8774	32	42	acyclic	1	8752	99.75
875	pangeblocks	DMA-3108	mafft.op5-ep0	nodes	0	0	4520	29	38	acyclic	1	4499	99.54
876	pangeblocks	DPB1-3115	mafft.op5-ep0	nodes	0	0	14116	877	1176	acyclic	1	13383	94.81
877	pangeblocks	V-352962	mafft.op5-ep0	nodes	0	0	1098	54	74	acyclic	1	959	87.34
878	pangeblocks	A-3105	mafft.op5-ep0	nodes	0	0	61101	1891	2567	acyclic	1	2974	4.87
879	pangeblocks	DQA1-3117	mafft.op5-ep0	nodes	0	0	19513	1870	2567	acyclic	1	4517	23.15
880	pangeblocks	DRB3-3125	mafft.op5-ep0	nodes	0	0	13393	638	865	acyclic	1	12816	95.69
881	pangeblocks	DPA1-3113	mafft.op5-ep0	nodes	0	0	16267	150	200	acyclic	1	16140	99.22
882	pangeblocks	DQB1-3119	mafft.op5-ep0	nodes	0	0	9128	2838	3921	acyclic	1	6090	66.72
883	pangeblocks	MICA-100507436	mafft.op5-ep0	nodes	0	0	15801	453	611	acyclic	1	11611	73.48
884	pangeblocks	B-3106	mafft.op5-ep0	nodes	0	0	4185	474	646	acyclic	1	3162	75.56
885	pangeblocks	C-3107	mafft.op5-ep0	nodes	0	0	3576	498	672	acyclic	1	3205	89.63
886	pangeblocks	TAP2-6891	mafft.op5-ep0	nodes	0	0	17061	263	359	acyclic	1	16657	97.63
887	pangeblocks	E-3133	mafft.op5-ep0	nodes	0	0	4804	13	16	acyclic	1	4796	99.83
888	pangeblocks	DOB-3112	mafft.op5-ep0	nodes	0	0	4854	54	71	acyclic	1	3695	76.12
889	pangeblocks	H-3136	mafft.op5-ep0	nodes	0	0	3422	235	315	acyclic	1	3224	94.21
890	pangeblocks	DOA-3111	mafft.op5-ep0	nodes	0	0	5469	116	154	acyclic	1	5393	98.61
891	PanPA	DMA-3108	mafft.op1.53-ep0	strings	0	0	4520	29	38	acyclic	1	4499	99.54
892	PanPA	DPB1-3115	mafft.op1.53-ep0	strings	0	0	14089	877	1176	acyclic	1	13383	94.99
893	PanPA	L-3139	mafft.op1.53-ep0	strings	0	0	7473	242	324	acyclic	1	7229	96.73
894	PanPA	V-352962	mafft.op1.53-ep0	strings	0	0	1014	50	66	acyclic	1	959	94.58
895	PanPA	J-3137	mafft.op1.53-ep0	strings	0	0	4020	106	142	acyclic	1	3936	97.91
896	PanPA	K-3138	mafft.op1.53-ep0	strings	0	0	3299	324	440	acyclic	1	3070	93.06
897	PanPA	DQB1-3119	mafft.op1.53-ep0	strings	0	0	8891	2881	3956	acyclic	1	6118	68.81
898	PanPA	TAP2-6891	mafft.op1.53-ep0	strings	0	0	17054	263	359	acyclic	1	16657	97.67
899	PanPA	DQA1-3117	mafft.op1.53-ep0	strings	0	0	19074	1948	2656	acyclic	1	4553	23.87
900	PanPA	F-3134	mafft.op1.53-ep0	strings	0	0	16127	87	117	acyclic	1	2186	13.55
901	PanPA	DRB3-3125	mafft.op1.53-ep0	strings	0	0	13324	621	831	acyclic	1	12816	96.19
902	PanPA	DPA1-3113	mafft.op1.53-ep0	strings	0	0	16267	150	200	acyclic	1	16140	99.22
903	PanPA	G-3135	mafft.op1.53-ep0	strings	0	0	4211	165	220	acyclic	1	4090	97.13
904	PanPA	DOB-3112	mafft.op1.53-ep0	strings	0	0	4854	54	71	acyclic	1	3695	76.12
905	PanPA	MICA-100507436	mafft.op1.53-ep0	strings	0	0	15799	453	611	acyclic	1	11611	73.49
906	PanPA	DOA-3111	mafft.op1.53-ep0	strings	0	0	5469	116	154	acyclic	1	5393	98.61
907	PanPA	A-3105	mafft.op1.53-ep0	strings	0	0	60963	1913	2590	acyclic	1	2987	4.9
908	PanPA	DRB5-3127	mafft.op1.53-ep0	strings	0	0	12856	1	0	acyclic	1	12856	100.0
909	PanPA	B-3106	mafft.op1.53-ep0	strings	0	0	4176	477	649	acyclic	1	3162	75.72
910	PanPA	C-3107	mafft.op1.53-ep0	strings	0	0	3564	503	677	acyclic	1	3205	89.93
911	PanPA	DRB4-3126	mafft.op1.53-ep0	strings	0	0	15081	250	333	acyclic	1	4829	32.02
912	PanPA	E-3133	mafft.op1.53-ep0	strings	0	0	4804	13	16	acyclic	1	4796	99.83
913	PanPA	DMB-3109	mafft.op1.53-ep0	strings	0	0	6567	70	93	acyclic	1	6412	97.64
914	PanPA	DRB1-3123	mafft.op1.53-ep0	strings	0	0	20965	5511	7545	acyclic	1	8189	39.06
915	PanPA	MICB-4277	mafft.op1.53-ep0	strings	0	0	16707	653	891	acyclic	1	5506	32.96
916	PanPA	H-3136	mafft.op1.53-ep0	strings	0	0	3422	235	315	acyclic	1	3224	94.21
917	PanPA	DRA-3122	mafft.op1.53-ep0	strings	0	0	5269	178	239	acyclic	1	5112	97.02
918	PanPA	TAP1-6890	mafft.op1.53-ep0	strings	0	0	8774	32	42	acyclic	1	8752	99.75
919	PanPA	H-3136	mafft.op3-ep0	strings	0	0	3422	235	315	acyclic	1	3224	94.21
920	PanPA	DMA-3108	mafft.op3-ep0	strings	0	0	4520	29	38	acyclic	1	4499	99.54
921	PanPA	E-3133	mafft.op3-ep0	strings	0	0	4804	13	16	acyclic	1	4796	99.83
922	PanPA	B-3106	mafft.op3-ep0	strings	0	0	4176	477	649	acyclic	1	3162	75.72
923	PanPA	V-352962	mafft.op3-ep0	strings	0	0	1014	50	66	acyclic	1	959	94.58
924	PanPA	C-3107	mafft.op3-ep0	strings	0	0	3564	503	677	acyclic	1	3205	89.93
925	PanPA	TAP1-6890	mafft.op3-ep0	strings	0	0	8774	32	42	acyclic	1	8752	99.75
926	PanPA	A-3105	mafft.op3-ep0	strings	0	0	60970	1921	2600	acyclic	1	2981	4.89
927	PanPA	DRB4-3126	mafft.op3-ep0	strings	0	0	15081	250	333	acyclic	1	4829	32.02
928	PanPA	MICA-100507436	mafft.op3-ep0	strings	0	0	15799	453	611	acyclic	1	11611	73.49
929	PanPA	DRB5-3127	mafft.op3-ep0	strings	0	0	12856	1	0	acyclic	1	12856	100.0
930	PanPA	DRB1-3123	mafft.op3-ep0	strings	0	0	21070	5557	7600	acyclic	1	8141	38.64
931	PanPA	DOA-3111	mafft.op3-ep0	strings	0	0	5469	116	154	acyclic	1	5393	98.61
932	PanPA	MICB-4277	mafft.op3-ep0	strings	0	0	16707	652	890	acyclic	1	5506	32.96
933	PanPA	DOB-3112	mafft.op3-ep0	strings	0	0	4854	54	71	acyclic	1	3695	76.12
934	PanPA	L-3139	mafft.op3-ep0	strings	0	0	7473	242	324	acyclic	1	7229	96.73
935	PanPA	TAP2-6891	mafft.op3-ep0	strings	0	0	17054	263	359	acyclic	1	16657	97.67
936	PanPA	DQB1-3119	mafft.op3-ep0	strings	0	0	8901	2887	3963	acyclic	1	6112	68.67
937	PanPA	DPA1-3113	mafft.op3-ep0	strings	0	0	16267	150	200	acyclic	1	16140	99.22
938	PanPA	DRB3-3125	mafft.op3-ep0	strings	0	0	13324	621	831	acyclic	1	12816	96.19
939	PanPA	DQA1-3117	mafft.op3-ep0	strings	0	0	19107	1979	2698	acyclic	1	4527	23.69
940	PanPA	DMB-3109	mafft.op3-ep0	strings	0	0	6578	53	70	acyclic	1	6401	97.31
941	PanPA	DPB1-3115	mafft.op3-ep0	strings	0	0	14089	877	1176	acyclic	1	13383	94.99
942	PanPA	DRA-3122	mafft.op3-ep0	strings	0	0	5269	178	239	acyclic	1	5112	97.02
943	PanPA	F-3134	mafft.op3-ep0	strings	0	0	16127	87	117	acyclic	1	2186	13.55
944	PanPA	G-3135	mafft.op3-ep0	strings	0	0	4211	165	220	acyclic	1	4090	97.13
945	PanPA	J-3137	mafft.op3-ep0	strings	0	0	4020	106	142	acyclic	1	3936	97.91
946	PanPA	K-3138	mafft.op3-ep0	strings	0	0	3299	326	442	acyclic	1	3069	93.03
947	PanPA	DMB-3109	mafft.op5-ep0	strings	0	0	6578	53	70	acyclic	1	6401	97.31
948	PanPA	DRB1-3123	mafft.op5-ep0	strings	0	0	21254	5588	7645	acyclic	1	8110	38.16
949	PanPA	MICB-4277	mafft.op5-ep0	strings	0	0	16707	652	890	acyclic	1	5506	32.96
950	PanPA	DRB5-3127	mafft.op5-ep0	strings	0	0	12856	1	0	acyclic	1	12856	100.0
951	PanPA	DRB4-3126	mafft.op5-ep0	strings	0	0	15080	248	330	acyclic	1	4829	32.02
952	PanPA	H-3136	mafft.op5-ep0	strings	0	0	3422	235	315	acyclic	1	3224	94.21
953	PanPA	TAP1-6890	mafft.op5-ep0	strings	0	0	8774	32	42	acyclic	1	8752	99.75
954	PanPA	MICA-100507436	mafft.op5-ep0	strings	0	0	15799	453	611	acyclic	1	11611	73.49
955	PanPA	E-3133	mafft.op5-ep0	strings	0	0	4804	13	16	acyclic	1	4796	99.83
956	PanPA	DRA-3122	mafft.op5-ep0	strings	0	0	5269	178	239	acyclic	1	5112	97.02
957	PanPA	C-3107	mafft.op5-ep0	strings	0	0	3564	503	677	acyclic	1	3205	89.93
958	PanPA	B-3106	mafft.op5-ep0	strings	0	0	4176	477	649	acyclic	1	3162	75.72
959	PanPA	A-3105	mafft.op5-ep0	strings	0	0	60977	1930	2613	acyclic	1	2974	4.88
960	PanPA	V-352962	mafft.op5-ep0	strings	0	0	1014	50	66	acyclic	1	959	94.58
961	PanPA	G-3135	mafft.op5-ep0	strings	0	0	4211	165	220	acyclic	1	4090	97.13
962	PanPA	DMA-3108	mafft.op5-ep0	strings	0	0	4520	29	38	acyclic	1	4499	99.54
963	PanPA	F-3134	mafft.op5-ep0	strings	0	0	16138	97	130	acyclic	1	2175	13.48
964	PanPA	K-3138	mafft.op5-ep0	strings	0	0	3300	326	442	acyclic	1	3069	93.0
965	PanPA	J-3137	mafft.op5-ep0	strings	0	0	4031	120	160	acyclic	1	3925	97.37
966	PanPA	DPB1-3115	mafft.op5-ep0	strings	0	0	14089	877	1176	acyclic	1	13383	94.99
967	PanPA	L-3139	mafft.op5-ep0	strings	0	0	7473	242	324	acyclic	1	7229	96.73
968	PanPA	DOB-3112	mafft.op5-ep0	strings	0	0	4854	54	71	acyclic	1	3695	76.12
969	PanPA	DOA-3111	mafft.op5-ep0	strings	0	0	5469	116	154	acyclic	1	5393	98.61
970	PanPA	DQB1-3119	mafft.op5-ep0	strings	0	0	8935	2907	3995	acyclic	1	6090	68.16
971	PanPA	TAP2-6891	mafft.op5-ep0	strings	0	0	17054	263	359	acyclic	1	16657	97.67
972	PanPA	DRB3-3125	mafft.op5-ep0	strings	0	0	13324	621	831	acyclic	1	12816	96.19
973	PanPA	DQA1-3117	mafft.op5-ep0	strings	0	0	19114	1991	2714	acyclic	1	4517	23.63
974	PanPA	DPA1-3113	mafft.op5-ep0	strings	0	0	16267	150	200	acyclic	1	16140	99.22
975	makeprg	MICA-100507436	mafft.op1.53-ep0	makeprg	0	0	34902	371	502	acyclic	1	-1	-1.0
976	makeprg	V-352962	mafft.op1.53-ep0	makeprg	0	0	1025	48	62	acyclic	1	-1	-1.0
977	makeprg	TAP1-6890	mafft.op1.53-ep0	makeprg	0	0	8776	34	44	acyclic	1	-1	-1.0
978	makeprg	DMA-3108	mafft.op1.53-ep0	makeprg	0	0	4522	31	40	acyclic	1	-1	-1.0
979	makeprg	C-3107	mafft.op1.53-ep0	makeprg	0	0	3836	388	536	acyclic	1	-1	-1.0
980	makeprg	DOB-3112	mafft.op1.53-ep0	makeprg	0	0	4303	52	68	acyclic	1	-1	-1.0
981	makeprg	B-3106	mafft.op1.53-ep0	makeprg	0	0	4587	357	503	acyclic	1	-1	-1.0
982	makeprg	MICB-4277	mafft.op1.53-ep0	makeprg	0	0	102134	135	179	acyclic	1	-1	-1.0
983	makeprg	DOA-3111	mafft.op1.53-ep0	makeprg	0	0	5477	116	154	acyclic	1	-1	-1.0
984	makeprg	A-3105	mafft.op1.53-ep0	makeprg	0	0	7185	579	833	acyclic	1	-1	-1.0
985	makeprg	H-3136	mafft.op1.53-ep0	makeprg	0	0	3546	190	258	acyclic	1	-1	-1.0
986	makeprg	DRB4-3126	mafft.op1.53-ep0	makeprg	0	0	44634	63	83	acyclic	1	-1	-1.0
987	makeprg	DRB5-3127	mafft.op1.53-ep0	makeprg	0	0	12856	1	0	acyclic	1	-1	-1.0
